Marca,Carroceria,Quilometragem,Capacidade_do_motor,Tipo_de_motor,Registro,Ano,Modelo,log_preco
Audi,sedan,479583.32,2.4,Gas,yes,1999,A6,9.082507000466299
Mitsubishi,crossover,408772.36,3.0,Petrol,yes,2002,Pajero Sport,8.94884572927805
Renault,van,218870.24,1.5,Diesel,yes,2012,Kangoo,8.764053269347762
Volkswagen,hatch,70810.95999999999,1.4,Petrol,yes,2012,Golf VI,9.692766521220475
Volkswagen,sedan,141621.91999999998,1.8,Gas,yes,1993,Vento,8.318742252692399
Mercedes-Benz,sedan,378194.9,2.2,Diesel,yes,1999,C-Class,8.824677891164198
Volkswagen,sedan,120700.5,1.6,Petrol,yes,2012,Polo,9.268609280100158
Toyota,crossover,239791.66,2.0,Petrol,yes,2006,Rav 4,9.472704636443673
Toyota,sedan,399116.31999999995,2.0,Petrol,yes,2001,Avensis,8.779557455883728
Audi,vagon,291290.54000000004,3.0,Petrol,yes,2009,A6 Allroad,10.146433731146518
Volkswagen,crossover,212432.88,2.0,Diesel,yes,2011,Amarok,10.239959789157341
Audi,sedan,321868.0,2.5,Diesel,no,2001,A8,8.160518247477505
Volkswagen,van,265541.1,2.0,Diesel,yes,2013,Caddy,9.60904937558734
BMW,sedan,482802.0,3.0,Diesel,no,1999,530,8.160518247477505
BMW,sedan,437740.48,2.0,Diesel,yes,2000,320,8.160518247477505
Volkswagen,crossover,0.0,3.0,Diesel,yes,2016,Touareg,11.172376931528394
Renault,sedan,1609.34,1.2,Petrol,yes,2016,Logan,9.175639190336833
Volkswagen,van,286462.51999999996,2.5,Diesel,yes,2007,T6 (Transporter),9.472704636443673
Toyota,hatch,185074.09999999998,1.6,Petrol,yes,2007,Corolla,8.987196820661973
BMW,crossover,1609.34,2.0,Diesel,yes,2016,X5,10.941995917134532
Renault,vagon,183464.76,1.5,Diesel,yes,2012,Kangoo,9.179881164491475
Mercedes-Benz,hatch,283243.83999999997,1.4,Petrol,yes,2004,A 140,8.895629627136483
Renault,vagon,305774.60000000003,1.5,Diesel,yes,2009,Megane,9.104979856318357
Volkswagen,sedan,154496.64,2.5,Petrol,yes,2013,Passat B7,9.792555991828847
Volkswagen,sedan,236572.98,2.0,Petrol,yes,2007,Passat B6,9.277999020449997
Mercedes-Benz,sedan,299337.24,3.2,Petrol,yes,2003,E-Class,9.358760377094455
Volkswagen,van,442568.5,2.5,Diesel,yes,2008,T5 (Transporter),9.615805480084347
Volkswagen,hatch,321868.0,1.4,Petrol,yes,2005,Golf V,9.030016817844901
Mercedes-Benz,sedan,320258.66000000003,5.0,Petrol,yes,1996,S 500,8.948975607841776
BMW,other,8046.7,2.0,Petrol,yes,2014,Z4,10.757902880692196
Audi,sedan,88513.7,6.3,Petrol,yes,2012,A8,11.184421397998193
Mitsubishi,crossover,239791.66,3.0,Gas,yes,2008,Pajero Wagon,9.769899015421748
Renault,vagon,226916.94,1.5,Diesel,yes,2013,Megane,9.332558004700433
Toyota,sedan,270369.12,1.6,Petrol,yes,2008,Corolla,9.047821442478408
Mercedes-Benz,vagon,341180.07999999996,2.2,Diesel,yes,2008,E-Class,9.581214035314728
Volkswagen,van,283243.83999999997,2.0,Diesel,yes,2011,T5 (Transporter) ,9.392578591964389
Volkswagen,hatch,349226.78,1.6,Gas,yes,1997,Golf III,8.366370301681654
BMW,crossover,53108.22,2.0,Diesel,yes,2014,X1,10.477287975463508
Toyota,other,677532.14,1.3,Gas,yes,1988,Corolla,7.937374696163295
BMW,sedan,0.0,2.0,Petrol,yes,2016,520,10.544716243314605
Renault,van,294509.22,2.5,Diesel,yes,2006,Trafic,9.259130536145614
Toyota,crossover,1609.34,4.5,Diesel,yes,2016,Land Cruiser 200,11.225230059096225
Renault,van,201167.5,1.5,Diesel,yes,2012,Kangoo,8.895629627136483
Mitsubishi,crossover,225307.6,2.4,Petrol,yes,2007,Outlander XL,9.409191230721348
Mercedes-Benz,van,320258.66000000003,2.2,Diesel,yes,2009,Vito,9.517825071724143
Audi,sedan,450615.2,2.3,Gas,yes,1992,100,8.517193191416238
Renault,other,302555.92000000004,2.0,Diesel,yes,2008,Trafic,9.457200449907708
Volkswagen,other,296118.56,2.0,Diesel,yes,2012,T6 (Transporter) ,9.433403920090221
Mitsubishi,sedan,241401.0,2.0,Gas,yes,1996,Galant,7.937374696163295
Renault,van,321868.0,1.5,Diesel,yes,2007,Megane,8.895629627136483
Mitsubishi,sedan,131965.88,2.0,Petrol,yes,2007,Lancer,8.824677891164198
Mitsubishi,crossover,362101.5,2.4,Gas,yes,2004,Outlander,9.159047077588632
Audi,hatch,257494.4,1.4,Petrol,yes,2011,A3,9.674074388208323
Volkswagen,other,289681.2,1.9,Diesel,yes,2010,Caddy,9.093806555720231
Toyota,sedan,144840.6,2.5,Gas,yes,2012,Camry,9.6822172456036
BMW,sedan,273587.8,2.0,Diesel,yes,2011,520,10.239959789157341
Audi,vagon,357273.48,2.5,Diesel,yes,2005,A6,9.277999020449997
BMW,crossover,241401.0,30.0,Petrol,yes,2007,X5,10.126631103850338
Mercedes-Benz,sedan,370148.19999999995,2.0,Gas,yes,2000,E-Class,8.85366542803745
Volkswagen,van,418428.4,2.5,Diesel,yes,2008,T5 (Transporter) ,9.082507000466299
Volkswagen,crossover,32186.8,2.0,Diesel,yes,2014,Tiguan,10.46310334047155
Audi,vagon,321868.0,2.7,Diesel,yes,2006,A6,8.987196820661973
Mercedes-Benz,sedan,418428.4,2.2,Diesel,yes,2008,E-Class,9.642122788401721
Volkswagen,sedan,523035.49999999994,1.8,Gas,yes,2003,Passat B5,8.942460926820582
Mitsubishi,crossover,83685.68000000001,2.0,Petrol,yes,2008,Outlander,9.268609280100158
Renault,vagon,308993.28,1.5,Diesel,yes,2010,Logan,9.011889433252344
Volkswagen,other,836856.8,2.5,Diesel,yes,1999,T4 (Transporter),9.071078304642676
BMW,sedan,46670.86,2.0,Diesel,yes,2016,520,10.714417768752456
Volkswagen,van,415209.72000000003,2.5,Diesel,yes,2001,T4 (Transporter) ,8.648045999835
Mercedes-Benz,van,349226.78,3.7,Gas,yes,2005,Viano,9.487972108574462
Volkswagen,van,112653.8,2.0,Diesel,yes,2013,Caddy,9.350102314351341
BMW,sedan,374976.22000000003,28.0,Petrol,no,1997,528,8.101677747454572
Volkswagen,van,342789.42,2.0,Diesel,yes,2012,T5 (Transporter) ,9.449357272446683
Volkswagen,hatch,99779.07999999999,1.4,Petrol,yes,2012,Polo,9.417354541360508
Mercedes-Benz,sedan,160934.0,3.5,Petrol,yes,2010,S 350,10.477287975463508
Audi,sedan,337961.4,2.0,Diesel,yes,2008,A4,9.648595302907339
Mercedes-Benz,crossover,175418.06,2.2,Diesel,yes,2012,GLK 220,10.404262840448617
BMW,sedan,450615.2,2.0,Petrol,yes,1997,320,8.779557455883728
Volkswagen,sedan,17702.739999999998,1.9,Other,no,2000,Passat B5,7.762170607138205
Volkswagen,crossover,209214.2,3.6,Gas,yes,2007,Touareg,9.792555991828847
BMW,other,257494.4,3.0,Diesel,yes,2010,X5,10.448714603019452
Renault,sedan,159324.66,2.5,Petrol,yes,2011,Latitude,9.417354541360508
Mercedes-Benz,sedan,310602.62,3.5,Other,yes,2006,CLS 350,9.9281801651265
BMW,sedan,48280.2,4.4,Petrol,yes,2014,M5,11.23261614684786
Toyota,sedan,233354.3,2.4,Petrol,yes,2008,Camry,9.457200449907708
Mercedes-Benz,other,579362.4,2.2,Diesel,yes,2008,Vito,9.457200449907708
Audi,sedan,526254.18,3.7,Petrol,yes,1997,A8,8.83927669058535
Volkswagen,crossover,354054.8,2.5,Diesel,yes,2006,Touareg,9.752664662801545
Renault,sedan,140012.58,1.4,Petrol,yes,2013,Symbol,8.824677891164198
Audi,other,128747.2,4.2,Petrol,yes,2004,A8,9.568014816247999
Volkswagen,sedan,271978.45999999996,1.4,Gas,no,2013,Passat B7,9.358760377094455
Volkswagen,van,371757.54,2.5,Diesel,yes,2002,T4 (Transporter),9.39182824802156
BMW,sedan,12874.72,4.4,Petrol,yes,2014,750,11.261601036639322
BMW,sedan,482802.0,1.8,Other,yes,1987,318,7.937374696163295
Mercedes-Benz,other,104607.1,1.8,Petrol,yes,2011,E-Class,10.257659366256743
Audi,crossover,120700.5,3.0,Diesel,yes,2013,Q7,10.661954199216716
Volkswagen,other,349226.78,1.9,Diesel,yes,2006,Caddy,8.846496938558838
Volkswagen,hatch,188292.78,1.4,Petrol,yes,2007,Polo,8.895629627136483
Mitsubishi,crossover,1609.34,2.5,Diesel,yes,2016,Pajero Sport,10.224309386575188
Volkswagen,vagon,233354.3,1.6,Diesel,yes,2011,Golf Variant,9.464982590349763
Volkswagen,sedan,349226.78,2.3,Petrol,yes,1999,Bora,8.68270762989381
Mercedes-Benz,hatch,178636.74,1.4,Petrol,no,1999,A 140,7.8632667240095735
Audi,vagon,627642.6,1.9,Diesel,no,1998,A6,7.937017489515454
Mitsubishi,crossover,157715.31999999998,2.5,Diesel,yes,2011,Pajero Sport,9.95227771670556
Audi,sedan,371757.54,1.9,Diesel,no,2002,A6,8.51699317141357
Volkswagen,sedan,257494.4,1.6,Petrol,yes,2003,Bora,8.83927669058535
Mercedes-Benz,sedan,589018.44,3.2,Gas,yes,1991,S 320,8.66561319653451
Mitsubishi,other,109435.12,1.8,Petrol,yes,2011,ASX,9.6614159913364
Volkswagen,crossover,0.0,3.0,Diesel,yes,2015,Touareg,11.218554404367652
Mercedes-Benz,sedan,210823.54,5.5,Gas,yes,2008,S 500,10.03889218954233
Mercedes-Benz,crossover,154496.64,3.5,Petrol,yes,2010,ML 350,10.373491181781864
Mercedes-Benz,sedan,4828.02,1.6,Petrol,yes,2014,CLA 200,10.471638242921388
Volkswagen,sedan,514988.8,1.8,Gas,yes,2002,Passat B5,8.83927669058535
BMW,sedan,460271.24,2.8,Petrol,yes,2001,520,8.85366542803745
Volkswagen,crossover,148059.28,3.0,Diesel,yes,2011,Touareg,10.485703172388792
Volkswagen,hatch,96560.4,1.4,Petrol,yes,2010,Polo,9.277999020449997
BMW,crossover,312211.95999999996,3.0,Petrol,yes,2007,X5,10.085767441795337
Volkswagen,hatch,482802.0,1.9,Diesel,no,2000,Golf IV,7.90100705199242
Toyota,crossover,234963.63999999998,2.7,Gas,yes,2006,Land Cruiser Prado,9.809176873064887
Audi,vagon,523035.49999999994,2.5,Diesel,no,2000,A6,7.803843303538772
Audi,hatch,197948.82,1.4,Petrol,yes,2010,A3,9.667765219015058
Volkswagen,vagon,283243.83999999997,1.9,Diesel,yes,2005,Passat B5,9.148464968258095
Mitsubishi,vagon,370148.19999999995,1.6,Petrol,yes,2005,Space Star,8.66561319653451
Volkswagen,sedan,260713.08,1.4,Petrol,yes,2012,Passat B7,9.510370887608827
Volkswagen,sedan,0.0,2.0,Diesel,yes,2016,Passat B8,10.586963113399342
Toyota,crossover,64373.6,2.0,Petrol,yes,2014,Rav 4,10.056208639553791
Audi,sedan,349226.78,1.9,Diesel,no,1996,A4,7.649692623711514
BMW,sedan,563269.0,99.99,Other,yes,1992,520,8.006367567650246
Mercedes-Benz,sedan,542347.58,2.3,Gas,yes,1988,230,7.90100705199242
Volkswagen,van,25749.44,2.0,Diesel,yes,2005,Caddy,8.809862805379057
BMW,crossover,0.0,2.0,Diesel,yes,2016,X1,10.672744717741898
Renault,hatch,299337.24,22.0,Diesel,no,2005,Laguna,7.919356190660617
Toyota,crossover,148059.28,2.2,Diesel,yes,2013,Rav 4,10.252382309155898
Toyota,crossover,144840.6,2.7,Gas,yes,2010,Land Cruiser Prado,10.292145542327912
Volkswagen,sedan,415209.72000000003,1.9,Diesel,yes,2004,Passat B5,9.011889433252344
Mercedes-Benz,other,432912.46,2.2,Diesel,yes,2006,Sprinter 313,9.305559638557117
Renault,sedan,30577.46,1.2,Petrol,yes,2013,Logan,9.023890304598448
Toyota,sedan,168980.7,2.5,Petrol,yes,2013,Camry,9.9281801651265
Volkswagen,van,270369.12,2.0,Diesel,yes,2012,T5 (Transporter) ,9.581903928408666
Toyota,other,217260.9,3.5,Gas,yes,2009,Camry,9.75846178048587
Mercedes-Benz,sedan,168980.7,5.5,Petrol,yes,2006,S 500,9.836278802842678
Toyota,sedan,61154.92,1.33,Petrol,yes,2014,Corolla,9.487972108574462
Volkswagen,sedan,321868.0,1.3,Gas,yes,1991,Jetta,7.803843303538772
Audi,hatch,38624.16,2.8,Other,yes,2014,A7,10.915088464214607
Toyota,van,217260.9,2.4,Gas,yes,2006,Previa,9.903487552536127
Volkswagen,hatch,428084.43999999994,1.9,Diesel,yes,1993,Golf III,8.294049640102028
Mitsubishi,other,193120.8,3.0,Petrol,yes,2008,Pajero Wagon,9.735068900911164
Mitsubishi,sedan,96560.4,1.6,Gas,yes,2012,Lancer X,9.345745008982385
Mercedes-Benz,crossover,379804.24,5.0,Petrol,yes,2000,G 500,10.106428396532818
Renault,sedan,102997.76,2.0,Gas,yes,2011,Fluence,9.421411342056123
Mercedes-Benz,sedan,384632.25999999995,2.3,Petrol,yes,1996,E-Class,8.83927669058535
Toyota,crossover,64373.6,2.7,Petrol,yes,2011,Land Cruiser Prado,10.325481962595504
Mitsubishi,sedan,168980.7,2.0,Gas,yes,2008,Lancer X,9.082507000466299
Audi,sedan,400725.66000000003,2.5,Diesel,yes,2004,A6,9.179881164491475
BMW,crossover,53108.22,3.0,Petrol,yes,2015,X5,11.058795184880783
Mitsubishi,sedan,154496.64,2.0,Petrol,yes,2008,Lancer X,9.093806555720231
Audi,vagon,337961.4,1.8,Gas,no,1996,A4,7.575584651557793
Audi,sedan,305774.60000000003,2.5,Diesel,no,2003,A6,8.389359819906353
Toyota,sedan,260713.08,3.5,Gas,yes,2007,Camry,9.429475901892854
Audi,sedan,474755.3,2.5,Diesel,no,2000,A6,8.070906088787819
Audi,sedan,473145.96,3.0,Gas,yes,2004,A8,9.441452092939569
Mercedes-Benz,sedan,362101.5,2.0,Gas,yes,1995,E-Class,8.389359819906353
Mercedes-Benz,sedan,178636.74,2.5,Diesel,yes,1989,E-Class,8.268731832117737
Mercedes-Benz,crossover,0.0,4.6,Petrol,yes,2016,GLS 500,11.95117394426767
Volkswagen,sedan,162543.34,1.6,Petrol,yes,2012,Polo,9.047703788498627
Mercedes-Benz,other,370148.19999999995,2.2,Diesel,yes,2001,Vito,8.987196820661973
Volkswagen,hatch,402335.0,1.9,Diesel,no,2000,Beetle,8.160518247477505
Audi,sedan,313821.3,2.4,Gas,yes,2005,A6,9.38429367909962
Toyota,sedan,69201.62000000001,2.5,Gas,yes,2015,Camry,10.118598932153073
Audi,vagon,305774.60000000003,2.5,Diesel,no,2002,A6,8.242756345714477
Volkswagen,sedan,305774.60000000003,99.99,Petrol,yes,1998,Passat B5,8.476371196895983
Volkswagen,van,370148.19999999995,1.9,Diesel,yes,2006,Caddy,8.922658299524402
BMW,sedan,434521.8,2.8,Petrol,yes,1998,528,9.104868739033948
Volkswagen,van,524644.8400000001,2.4,Diesel,yes,1995,T4 (Transporter),8.517193191416238
Mercedes-Benz,crossover,217260.9,3.5,Petrol,yes,2007,ML 350,9.95227771670556
Renault,van,228526.28,1.9,Diesel,yes,2007,Kangoo,8.34283980427146
Mitsubishi,crossover,257494.4,3.2,Diesel,yes,2007,Pajero Wagon,9.798127036878302
Volkswagen,van,354054.8,2.5,Diesel,yes,2003,T4 (Transporter),9.047821442478408
Renault,hatch,373366.88,1.8,Petrol,yes,1997,Laguna,8.229511118964457
Volkswagen,other,341180.07999999996,2.0,Gas,yes,2007,Caddy,9.104979856318357
Mitsubishi,crossover,378194.9,3.2,Diesel,no,2001,Pajero,8.748304912379623
BMW,sedan,477973.98,2.2,Petrol,yes,2000,320,9.035986984831405
Volkswagen,van,252666.38,2.0,Diesel,yes,2010,T5 (Transporter),9.740968623038354
Volkswagen,sedan,386241.6,1.8,Petrol,yes,1991,Jetta,8.006367567650246
Mercedes-Benz,crossover,183464.76,4.7,Petrol,yes,2007,GL 450,9.966462351697517
BMW,crossover,370148.19999999995,3.0,Gas,yes,2004,X5,9.711115659888671
Mercedes-Benz,other,402335.0,2.2,Diesel,yes,2005,Sprinter 311,8.895629627136483
Mercedes-Benz,sedan,482802.0,3.0,Diesel,yes,1999,E-Class,7.7406644019172415
BMW,sedan,402335.0,4.4,Petrol,yes,1997,540,9.011889433252344
Audi,sedan,98169.74,2.8,Petrol,yes,2012,A6,10.46310334047155
Volkswagen,vagon,310602.62,1.9,Diesel,yes,2002,Passat B5,8.961879012677683
Volkswagen,hatch,252666.38,1.6,Petrol,yes,2008,Golf Plus,9.011889433252344
Audi,crossover,72420.3,2.0,Diesel,yes,2014,Q5,10.596609732783568
Renault,other,278415.82,2.0,Diesel,yes,2012,Trafic,9.38429367909962
Mercedes-Benz,sedan,444177.84,2.7,Diesel,no,2001,E-Class,8.1886891244442
Volkswagen,sedan,323477.34,1.8,Petrol,yes,1991,Passat B3,8.131236549696116
BMW,vagon,539128.9,2.0,Petrol,no,2000,320,7.882314918980268
Mercedes-Benz,hatch,165762.02000000002,1.5,Petrol,yes,2007,A 150,9.367344120785848
BMW,vagon,502114.08,2.5,Diesel,no,1999,525,7.843848638152472
Mercedes-Benz,vagon,590627.78,3.2,Diesel,no,2000,E-Class,7.843848638152472
Audi,sedan,51498.88,1.8,Petrol,yes,2014,A4,10.364071959865372
Mercedes-Benz,sedan,28968.12,3.0,Diesel,yes,2015,S 350,11.736069016284437
BMW,crossover,458661.9,4.8,Petrol,yes,2006,X5,9.9281801651265
Mitsubishi,other,321868.0,2.4,Petrol,no,2002,Lancer,7.8632667240095735
BMW,vagon,402335.0,2.5,Diesel,no,2000,525,7.824046010856292
Mercedes-Benz,van,292899.88,2.2,Diesel,yes,2011,Vito,9.487972108574462
Mercedes-Benz,crossover,354054.8,3.2,Diesel,yes,2008,GL 320,10.341742483467284
Audi,vagon,189902.12,2.0,Petrol,yes,2013,A4 Allroad,10.338511462885837
Mitsubishi,sedan,268759.77999999997,1.6,Petrol,yes,2003,Carisma,8.465899897028686
Toyota,hatch,189902.12,1.6,Petrol,yes,2008,Auris,9.099408811268901
Renault,van,284853.18,1.5,Diesel,yes,2007,Grand Scenic,9.02401079378469
Audi,sedan,579362.4,2.5,Diesel,yes,1997,A6,8.83927669058535
BMW,crossover,114263.14,4.4,Petrol,yes,2011,X5 M,11.156236235215168
Volkswagen,sedan,410381.7,1.9,Diesel,no,2003,Passat B5,8.086410275323782
Volkswagen,hatch,146449.94,1.4,Petrol,yes,2010,Golf VI,9.38429367909962
Mitsubishi,other,183464.76,2.0,Petrol,yes,1999,Eclipse,9.169518377455928
Mercedes-Benz,vagon,331524.04000000004,2.1,Diesel,yes,2011,C-Class,9.961756460660103
Toyota,crossover,0.0,4.5,Diesel,yes,2016,Land Cruiser 200,11.542474558426779
Mercedes-Benz,van,445787.18,2.2,Diesel,yes,2007,Vito,9.38429367909962
Renault,van,297727.89999999997,1.5,Diesel,yes,2008,Kangoo,9.21024036697585
Renault,sedan,91732.38,1.2,Gas,yes,2013,Logan,9.047821442478408
Volkswagen,other,619595.9,2.4,Diesel,yes,1997,T4 (Transporter),8.779557455883728
Mitsubishi,sedan,128747.2,1.5,Petrol,yes,2008,Lancer X,9.071078304642676
Volkswagen,van,271978.45999999996,1.6,Diesel,yes,2011,Caddy,9.059401196410896
Volkswagen,hatch,251057.04,1.6,Diesel,yes,2011,Golf VI,9.449357272446683
Mitsubishi,sedan,217260.9,2.0,Gas,yes,2007,Lancer,8.948975607841776
Mitsubishi,sedan,241401.0,2.4,Gas,yes,2007,Galant,9.071078304642676
Mitsubishi,sedan,152887.30000000002,2.0,Petrol,yes,2007,Lancer X,9.137769679141348
Mercedes-Benz,sedan,383022.92,2.2,Diesel,no,2001,E-Class,8.174702882469461
Audi,crossover,243010.34,3.0,Diesel,yes,2007,Q7,10.302263672493496
Renault,van,325086.68,1.9,Diesel,yes,2001,Kangoo,8.268731832117737
Volkswagen,van,555222.3,1.9,Diesel,yes,2006,T5 (Transporter) ,8.85366542803745
Audi,other,112653.8,2.0,Petrol,yes,2009,TT,9.78131991856192
Toyota,sedan,362101.5,3.0,Gas,yes,2004,Camry,9.21024036697585
Audi,hatch,289681.2,2.0,Diesel,yes,2011,A5,10.138559674715612
Audi,vagon,281634.5,2.0,Gas,yes,2010,A4 Allroad,10.021270588192511
Volkswagen,sedan,3218.68,1.6,Petrol,yes,2015,Jetta,9.830916859701293
Mitsubishi,sedan,257494.4,2.0,Petrol,yes,2007,Lancer,8.85352256068954
Toyota,crossover,452224.54,4.2,Diesel,yes,1999,Land Cruiser 100,9.692766521220475
Toyota,crossover,514988.8,4.2,Diesel,yes,1999,Land Cruiser 100,9.798127036878302
Mercedes-Benz,sedan,231744.96,2.14,Diesel,yes,2011,E-Class,10.21464198117305
Toyota,sedan,885137.0,1.6,Gas,yes,1989,Carina,7.90100705199242
BMW,crossover,350836.12,3.0,Diesel,no,2006,X5,9.392661928770137
Volkswagen,other,450615.2,1.9,Diesel,no,1997,Passat B5,7.495541943884256
Audi,sedan,170590.03999999998,1.8,Petrol,yes,2011,A4,9.9281801651265
Volkswagen,other,1609.34,1.4,Petrol,yes,2014,Polo,9.25846364715791
BMW,sedan,247838.36,3.0,Petrol,yes,2006,330,9.72913416539135
BMW,sedan,383022.92,3.0,Diesel,no,2004,730,9.011889433252344
Mercedes-Benz,van,275197.14,2.2,Diesel,yes,2011,Vito,9.581903928408666
Volkswagen,crossover,99779.07999999999,2.0,Diesel,yes,2012,Passat CC,10.106428396532818
Toyota,sedan,154496.64,2.4,Gas,yes,2008,Rav 4,9.491752831414368
Toyota,sedan,402335.0,3.0,Gas,yes,1998,Camry,8.764053269347762
Mercedes-Benz,sedan,217260.9,5.5,Petrol,yes,2008,S 550,10.292145542327912
Volkswagen,van,1609.34,5.0,Diesel,yes,2015,Multivan,11.156107653683586
Audi,vagon,177027.4,2.5,Diesel,no,2002,A6,7.8632667240095735
Volkswagen,sedan,804670.0,1.9,Diesel,yes,1995,Passat B4,8.496990484098719
Renault,vagon,297727.89999999997,1.5,Diesel,yes,2011,Megane,9.259130536145614
Volkswagen,crossover,1609.34,2.0,Diesel,yes,2015,Tiguan,10.210972252284089
Mercedes-Benz,sedan,579362.4,2.5,Diesel,no,1989,E-Class,7.2078598714324755
Toyota,sedan,223698.26,2.4,Other,yes,2008,Camry,9.539644119118783
BMW,sedan,312211.95999999996,4.4,Gas,yes,2002,745,9.457200449907708
Toyota,crossover,217260.9,4.0,Gas,yes,2007,Land Cruiser Prado,9.961756460660103
Mercedes-Benz,sedan,315430.63999999996,2.0,Gas,yes,2000,E-Class,9.071078304642676
Toyota,sedan,265541.1,1.8,Petrol,yes,2007,Avensis,9.082507000466299
Toyota,sedan,207604.86000000002,1.8,Petrol,yes,2009,Avensis,9.464982590349763
BMW,sedan,545566.2599999999,3.0,Diesel,yes,2001,530,9.159047077588632
BMW,sedan,391069.62,3.0,Diesel,yes,2002,530,9.277999020449997
Volkswagen,van,251057.04,1.6,Diesel,yes,2012,Caddy,9.287301413112312
Mitsubishi,hatch,563269.0,2.0,Gas,yes,1989,Galant,7.783224016336037
Renault,other,212432.88,1.5,Diesel,yes,2012,Megane,9.495519314209846
BMW,crossover,136793.9,3.0,Petrol,yes,2010,X5,10.448714603019452
BMW,other,32186.8,3.5,Petrol,yes,2013,X6,10.950806546816688
Renault,van,234963.63999999998,1.5,Diesel,yes,2012,Kangoo,8.881836305004146
Toyota,sedan,111044.46,2.5,Gas,yes,2014,Camry,10.060491301345794
Mercedes-Benz,sedan,346008.10000000003,55.0,Petrol,no,2001,S 55,8.779557455883728
Toyota,crossover,94951.06,3.0,Diesel,yes,2014,Land Cruiser Prado,10.778956289890028
Volkswagen,sedan,1609.34,1.4,Petrol,yes,2012,Golf VI,8.34283980427146
Mercedes-Benz,other,547175.6,2.4,Gas,yes,1998,E-Class,8.732304571033183
BMW,crossover,3218.68,4.4,Petrol,yes,2016,X5 M,11.827736204810263
BMW,sedan,362101.5,2.5,Petrol,no,1997,523,7.9724660159745655
Mercedes-Benz,other,320258.66000000003,2.2,Diesel,yes,2011,Vito,9.449357272446683
Audi,vagon,225307.6,4.2,Petrol,yes,2007,A6 Allroad,9.74090979777877
Volkswagen,sedan,0.0,1.6,Petrol,yes,2016,Polo,9.544815615934212
Mercedes-Benz,sedan,152887.30000000002,6.2,Petrol,yes,2011,S 500,10.643041105910228
Renault,vagon,365320.18,1.5,Diesel,yes,2005,Megane,8.8023721336499
Mercedes-Benz,other,450615.2,2.4,Petrol,yes,2003,E-Class,9.126958763037132
BMW,sedan,402335.0,2.5,Petrol,yes,2006,525,9.635608107380527
Volkswagen,van,160934.0,1.6,Diesel,yes,1988,T3 (Transporter),7.27931883541462
Volkswagen,van,447396.52,1.9,Diesel,yes,2005,Caddy,8.68270762989381
Mercedes-Benz,sedan,643736.0,2.0,Diesel,yes,1987,190,8.318742252692399
Mercedes-Benz,sedan,453833.88,3.2,Gas,yes,1993,E-Class,8.496990484098719
BMW,vagon,418428.4,3.0,Diesel,yes,2004,330,9.464982590349763
Toyota,vagon,117481.81999999999,4.0,Gas,yes,2009,FJ Cruiser,10.414303176252119
Volkswagen,hatch,204386.18,1.39,Petrol,yes,2007,Polo,8.881836305004146
BMW,crossover,1609.34,3.0,Diesel,yes,2014,X6,11.261601036639322
Mercedes-Benz,hatch,281634.5,1.4,Petrol,no,2000,A 140,7.7406644019172415
Volkswagen,crossover,378194.9,3.2,Gas,yes,2005,Touareg,9.472704636443673
Volkswagen,van,511770.12,1.9,Diesel,yes,1993,T4 (Transporter) ,8.006367567650246
Renault,van,148059.28,1.5,Diesel,yes,2013,Kangoo,8.987071812848821
Mercedes-Benz,van,402335.0,2.2,Diesel,yes,2005,Vito,9.305650551780507
BMW,sedan,37014.82,4.4,Petrol,yes,2014,M5,11.302204433654575
BMW,sedan,489239.36,1.9,Gas,no,2000,318,8.242756345714477
BMW,other,450615.2,2.5,Petrol,yes,1985,325,8.366370301681654
Audi,sedan,547175.6,2.8,Gas,yes,1992,100,8.389359819906353
Audi,vagon,514988.8,2.5,Diesel,no,2002,A6,8.055157731819678
Volkswagen,other,461880.58,2.5,Other,yes,2004,T5 (Transporter),9.296518068217235
Audi,vagon,402335.0,2.5,Other,no,2001,A6,8.022896869601457
Volkswagen,vagon,0.0,2.0,Diesel,yes,2014,Touran,10.321704344569456
BMW,crossover,273587.8,4.8,Petrol,yes,2008,X5,9.952230096524119
Volkswagen,sedan,410381.7,1.9,Diesel,no,1998,Polo,7.313220387090301
Toyota,vagon,321868.0,2.0,Petrol,yes,1999,Vista,9.047821442478408
Toyota,sedan,185074.09999999998,1.6,Gas,yes,2008,Corolla,9.126958763037132
Toyota,sedan,78857.65999999999,3.5,Petrol,yes,2011,Camry,9.94270826568941
Renault,van,331524.04000000004,1.9,Diesel,yes,2005,Trafic,8.99961934066053
Volkswagen,sedan,167371.36000000002,1.8,Petrol,yes,2010,Passat B6,9.51044496442652
Renault,van,350836.12,1.5,Diesel,yes,2006,Kangoo,8.496990484098719
Volkswagen,hatch,218870.24,1.4,Gas,yes,2001,Golf IV,8.794824928014517
Mitsubishi,crossover,394288.3,2.8,Diesel,no,1996,Pajero,7.27931883541462
Volkswagen,sedan,514988.8,1.8,Gas,yes,1989,Passat B3,8.1886891244442
Toyota,sedan,82076.34,2.5,Gas,yes,2014,Camry,10.085809109330082
Toyota,sedan,209214.2,2.4,Petrol,yes,2008,Camry,9.449357272446683
Mercedes-Benz,other,506942.1,5.0,Gas,yes,2004,CL 500,9.581903928408666
BMW,sedan,321868.0,1.8,Petrol,no,1999,318,7.740229524763182
BMW,sedan,376585.56,3.5,Gas,yes,1999,735,9.093806555720231
